id,keywords,year,_source
14021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487103&cHash=f2d355d5d011e67f4db4bd9ead75f7dc
16021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487281&cHash=3901e1d9598a1aa43c84871a153bc0f7
17021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486957&cHash=14655b4fa8640e8b6039937f1c51f6ac
18021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487394&cHash=d70f2fe279c20be14387657fabacf515
19021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487114&cHash=e9cf6703cee3e61c422ed8dc7aa28619
20021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487214&cHash=bfc2961f6189b87b3295df8cdd3048ad
21021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487271&cHash=af2632d5c750f58920cdf43b701047b1
23021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487200&cHash=c3dfe9728229be7db6aa6a31634e84d1
24021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487126&cHash=6f56d77dbf089e20a1a8c4650114629d
25021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487057&cHash=023d880c4495871078f84c8dbf63c671
26021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487225&cHash=1298a63ff3e5f1e838d465b38c068f76
27021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487347&cHash=fb250230ae4f29de63554fa372804d42
28021931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487151&cHash=f8beadc20ba881e56df074519f188ee9
02031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486941&cHash=11aa72352e94fcc1a5be4a5cb37ced5d
03031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487201&cHash=c8b985c4c05805ec8de08cd78079b539
04031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487215&cHash=83efc757483d6caa769635784b14d190
05031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487142&cHash=03c05c15bb05d83be9b073fd94344343
06031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487090&cHash=310698f87fe32b15da6d88eb0ad28e53
07031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486981&cHash=985739854c71cb11aaaf10c0966654e0
09031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487068&cHash=3cc3e6945cebe7e2a8f2e5badb6ae60e
10031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486982&cHash=8f6d7988b908d0da1a48284aef81d72f
11031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487216&cHash=adc1090e28d96f0382e7450d23300652
12031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=486967&cHash=95b1b9911c9d3b2bc2cd6e8aa121f850
13031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487245&cHash=43532ecf294e9eebe9fc226178c6e8ef
14031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487069&cHash=55dd70990b70c7683b03ce538cca34e8
16031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487041&cHash=ddee0ea9cd6567cc47fc3f94708378d5
17031931,test,1931,https://digital.slub-dresden.de/werkansicht?tx_dlf%5Bid%5D=487272&cHash=6e518472955ada0be5197bfbbbfcfb2d
